DISTRICT,DT_CEN_CD,ST_CEN_CD,ST_NM,censuscode,date,mean
Uttar Dinajpur,4,19,West Bengal,330,2002-10-01,394.3534418
Bankura,13,19,West Bengal,339,2002-10-01,538.0474846
Barddhaman,9,19,West Bengal,335,2002-10-01,525.995551
Birbhum,8,19,West Bengal,334,2002-10-01,527.1068008
Dakshin Dinajpur,5,19,West Bengal,331,2002-10-01,437.6781781
Darjiling,1,19,West Bengal,327,2002-10-01,282.3685571
Haora,15,19,West Bengal,341,2002-10-01,544.8891893
Hugli,12,19,West Bengal,338,2002-10-01,515.9599317
Jalpaiguri,2,19,West Bengal,328,2002-10-01,302.3683683
Koch Bihar,3,19,West Bengal,329,2002-10-01,291.4357504
Kolkata,16,19,West Bengal,342,2002-10-01,467.9192648
Maldah,6,19,West Bengal,332,2002-10-01,537.0990115
Murshidabad,7,19,West Bengal,333,2002-10-01,483.7930553
Nadia,10,19,West Bengal,336,2002-10-01,496.7406056
North 24 Parganas,11,19,West Bengal,337,2002-10-01,556.6996516
Pashchim Medinipur,18,19,West Bengal,344,2002-10-01,546.5400781
Purba Medinipur,19,19,West Bengal,345,2002-10-01,578.7056586
Puruliya,14,19,West Bengal,340,2002-10-01,576.1191125
Ramgarh,16,20,Jharkhand,361,2002-10-01,618.9047395
Ranchi,19,20,Jharkhand,364,2002-10-01,500.8263444
Sahibganj,7,20,Jharkhand,352,2002-10-01,555.7175149
Saraikela-kharsawan,24,20,Jharkhand,369,2002-10-01,504.6949362
Simdega,22,20,Jharkhand,367,2002-10-01,465.5011092
Bokaro,10,20,Jharkhand,355,2002-10-01,641.8785706
Chatra,2,20,Jharkhand,347,2002-10-01,490.4840421
Deoghar,5,20,Jharkhand,350,2002-10-01,594.0326422
Dhanbad,9,20,Jharkhand,354,2002-10-01,651.5472394
Dumka,17,20,Jharkhand,362,2002-10-01,583.1820543
Garhwa,1,20,Jharkhand,346,2002-10-01,430.9296536
Giridih,4,20,Jharkhand,349,2002-10-01,571.4437607
Godda,6,20,Jharkhand,351,2002-10-01,560.9319718
Gumla,21,20,Jharkhand,366,2002-10-01,402.3267641
Hazaribagh,15,20,Jharkhand,360,2002-10-01,522.7051257
Jamtara,18,20,Jharkhand,363,2002-10-01,617.9909433
Khunti,20,20,Jharkhand,365,2002-10-01,491.0678515
Kodarma,3,20,Jharkhand,348,2002-10-01,540.9158596
Latehar,14,20,Jharkhand,359,2002-10-01,419.5490728
Lohardaga,11,20,Jharkhand,356,2002-10-01,423.8821535
Pakur,8,20,Jharkhand,353,2002-10-01,593.2681847
Palamu,13,20,Jharkhand,358,2002-10-01,464.706427
Pashchimi Singhbhum,23,20,Jharkhand,368,2002-10-01,450.6271797
Purbi Singhbhum,12,20,Jharkhand,357,2002-10-01,506.0267375
Rayagada,27,21,Odisha,396,2002-10-01,321.6032806
Sambalpur,3,21,Odisha,372,2002-10-01,454.6397361
Subarnapur,23,21,Odisha,392,2002-10-01,431.3284993
Sundargarh,5,21,Odisha,374,2002-10-01,449.9240004
Anugul,15,21,Odisha,384,2002-10-01,466.491603
Balangir,24,21,Odisha,393,2002-10-01,381.3430963
Baleshwar,8,21,Odisha,377,2002-10-01,556.4502083
Bargarh,1,21,Odisha,370,2002-10-01,412.8323204
Bauda,22,21,Odisha,391,2002-10-01,408.6902101
Bhadrak,9,21,Odisha,378,2002-10-01,562.0066277
Cuttack,12,21,Odisha,381,2002-10-01,540.6364683
Debagarh,4,21,Odisha,373,2002-10-01,473.9345132
Dhenkanal,14,21,Odisha,383,2002-10-01,507.7956853
Gajapati,20,21,Odisha,389,2002-10-01,322.0165301
Ganjam,19,21,Odisha,388,2002-10-01,391.6135472
Jagatsinghapur,11,21,Odisha,380,2002-10-01,583.6543313
Jajapur,13,21,Odisha,382,2002-10-01,525.8019765
Jharsuguda,2,21,Odisha,371,2002-10-01,497.4183229
Kalahandi,26,21,Odisha,395,2002-10-01,343.0905742
Kandhamal,21,21,Odisha,390,2002-10-01,328.5021383
Kendrapara,10,21,Odisha,379,2002-10-01,586.4579935
Kendujhar,6,21,Odisha,375,2002-10-01,436.6478696
Khordha,17,21,Odisha,386,2002-10-01,500.272132
Koraput,29,21,Odisha,398,2002-10-01,299.1461638
Malkangiri,30,21,Odisha,399,2002-10-01,324.6133267
Mayurbhanj,7,21,Odisha,376,2002-10-01,462.0974525
Nabarangapur,28,21,Odisha,397,2002-10-01,322.5137643
Nayagarh,16,21,Odisha,385,2002-10-01,443.6828777
Nuapada,25,21,Odisha,394,2002-10-01,333.8117564
Puri,18,21,Odisha,387,2002-10-01,549.1745884
Rajnandgaon,9,22,Chhattisgarh,408,2002-10-01,354.561115
Surguja,2,22,Chhattisgarh,401,2002-10-01,316.6349066
Kabeerdham,8,22,Chhattisgarh,407,2002-10-01,336.5425644
Bastar,15,22,Chhattisgarh,414,2002-10-01,334.0735799
Bijapur,18,22,Chhattisgarh,417,2002-10-01,358.2542784
Bilaspur,7,22,Chhattisgarh,406,2002-10-01,338.2628025
Dakshin Bastar Dantewada,17,22,Chhattisgarh,416,2002-10-01,332.5595138
Dhamtari,13,22,Chhattisgarh,412,2002-10-01,314.0856459
Durg,10,22,Chhattisgarh,409,2002-10-01,352.4648347
Janjgir-champa,6,22,Chhattisgarh,405,2002-10-01,363.3423386
Jashpur,3,22,Chhattisgarh,402,2002-10-01,341.0546693
Uttar Bastar Kanker,14,22,Chhattisgarh,413,2002-10-01,338.1076131
Korba,5,22,Chhattisgarh,404,2002-10-01,343.8718285
Koriya,1,22,Chhattisgarh,400,2002-10-01,315.6783858
Mahasamund,12,22,Chhattisgarh,411,2002-10-01,335.8590426
Narayanpur,16,22,Chhattisgarh,415,2002-10-01,352.7202948
Raigarh,4,22,Chhattisgarh,403,2002-10-01,356.6502436
Raipur,11,22,Chhattisgarh,410,2002-10-01,338.079917
