DISTRICT,DT_CEN_CD,ST_CEN_CD,ST_NM,censuscode,date,mean
Kinnaur,12,2,Himachal Pradesh,34,2001-04-01,116.3165523
Kullu,4,2,Himachal Pradesh,26,2001-04-01,238.9314922
Lahul & Spiti,3,2,Himachal Pradesh,25,2001-04-01,19.81776408
Mandi,5,2,Himachal Pradesh,27,2001-04-01,264.74917
Shimla,11,2,Himachal Pradesh,33,2001-04-01,266.6740526
Sirmaur,10,2,Himachal Pradesh,32,2001-04-01,299.4555803
Solan,9,2,Himachal Pradesh,31,2001-04-01,297.5977103
Una,7,2,Himachal Pradesh,29,2001-04-01,308.3983422
Amritsar,15,3,Punjab,49,2001-04-01,338.7747618
Barnala,20,3,Punjab,54,2001-04-01,450.3194595
Bathinda,12,3,Punjab,46,2001-04-01,466.7177685
Faridkot,11,3,Punjab,45,2001-04-01,430.9975711
Fatehgarh Sahib,6,3,Punjab,40,2001-04-01,441.3874678
Firozpur,9,3,Punjab,43,2001-04-01,445.1220243
Gurdaspur,1,3,Punjab,35,2001-04-01,269.0353266
Hoshiarpur,4,3,Punjab,38,2001-04-01,316.2620371
Jalandhar,3,3,Punjab,37,2001-04-01,348.6113004
Kapurthala,2,3,Punjab,36,2001-04-01,332.7688706
Ludhiana,7,3,Punjab,41,2001-04-01,429.6662367
Mansa,13,3,Punjab,47,2001-04-01,538.494848
Moga,8,3,Punjab,42,2001-04-01,447.6551706
Muktsar,10,3,Punjab,44,2001-04-01,477.1397059
Patiala,14,3,Punjab,48,2001-04-01,439.9245437
Rupnagar,17,3,Punjab,51,2001-04-01,334.474277
Sahibzada Ajit Singh Nagar,18,3,Punjab,52,2001-04-01,341.4821713
Sangrur,19,3,Punjab,53,2001-04-01,483.4458381
Shahid Bhagat Singh Nagar,5,3,Punjab,39,2001-04-01,322.2436716
Tarn Taran,16,3,Punjab,50,2001-04-01,405.2987287
Almora,9,5,Uttarakhand,64,2001-04-01,337.5538156
Bageshwar,8,5,Uttarakhand,63,2001-04-01,310.2993463
Chamoli,2,5,Uttarakhand,57,2001-04-01,276.4064484
Champawat,10,5,Uttarakhand,65,2001-04-01,455.3289464
Dehradun,5,5,Uttarakhand,60,2001-04-01,301.5060243
Garhwal,6,5,Uttarakhand,61,2001-04-01,329.7121253
Hardwar,13,5,Uttarakhand,68,2001-04-01,280.6411115
Nainital,11,5,Uttarakhand,66,2001-04-01,393.2860571
Pithoragarh,7,5,Uttarakhand,62,2001-04-01,307.5169912
Rudraprayag,3,5,Uttarakhand,58,2001-04-01,304.422859
Tehri Garhwal,4,5,Uttarakhand,59,2001-04-01,291.9941591
Udham Singh Nagar,12,5,Uttarakhand,67,2001-04-01,389.8789978
Uttarkashi,1,5,Uttarakhand,56,2001-04-01,259.740758
Ambala,2,6,Haryana,70,2001-04-01,343.4683086
Bhiwani,13,6,Haryana,81,2001-04-01,521.9553349
Faridabad,20,6,Haryana,88,2001-04-01,485.241828
Fatehabad,10,6,Haryana,78,2001-04-01,540.8570847
Gurgaon,18,6,Haryana,86,2001-04-01,490.9529363
Hisar,12,6,Haryana,80,2001-04-01,516.8357921
Jhajjar,15,6,Haryana,83,2001-04-01,497.1663267
Kaithal,5,6,Haryana,73,2001-04-01,510.4705113
Karnal,6,6,Haryana,74,2001-04-01,476.4479706
Kurukshetra,4,6,Haryana,72,2001-04-01,401.6777502
Mahendragarh,16,6,Haryana,84,2001-04-01,532.0961344
Mewat,19,6,Haryana,87,2001-04-01,531.627458
Palwal,21,6,Haryana,89,2001-04-01,500.7830054
Panchkula,1,6,Haryana,69,2001-04-01,328.1499423
Panipat,7,6,Haryana,75,2001-04-01,498.9751052
Rewari,17,6,Haryana,85,2001-04-01,500.9787109
Rohtak,14,6,Haryana,82,2001-04-01,445.328594
Sirsa,11,6,Haryana,79,2001-04-01,637.2072086
Sonipat,8,6,Haryana,76,2001-04-01,492.8236471
Yamunanagar,3,6,Haryana,71,2001-04-01,309.7795135
Jind,9,6,Haryana,77,2001-04-01,486.8208244
Central,6,7,NCT of Delhi,95,2001-04-01,466.4211015
East,4,7,NCT of Delhi,93,2001-04-01,474.2175241
New Delhi,5,7,NCT of Delhi,94,2001-04-01,483.1574044
North,2,7,NCT of Delhi,91,2001-04-01,509.8238065
North East,3,7,NCT of Delhi,92,2001-04-01,496.1669116
North West,1,7,NCT of Delhi,90,2001-04-01,507.7515222
South,9,7,NCT of Delhi,98,2001-04-01,496.5951704
South West,8,7,NCT of Delhi,97,2001-04-01,494.9963909
West,7,7,NCT of Delhi,96,2001-04-01,502.4885507
Ajmer,21,8,Rajasthan,119,2001-04-01,488.6493313
Alwar,6,8,Rajasthan,104,2001-04-01,495.599217
Banswara,27,8,Rajasthan,125,2001-04-01,361.7095631
Baran,30,8,Rajasthan,128,2001-04-01,345.2799866
Barmer,17,8,Rajasthan,115,2001-04-01,622.110856
Bharatpur,7,8,Rajasthan,105,2001-04-01,490.0871032
Bhilwara,24,8,Rajasthan,122,2001-04-01,427.5171855
Bikaner,3,8,Rajasthan,101,2001-04-01,665.8019002
Bundi,23,8,Rajasthan,121,2001-04-01,420.6057128
Chittaurgarh,28,8,Rajasthan,126,2001-04-01,354.5305426
Churu,4,8,Rajasthan,102,2001-04-01,554.4260785
Dhaulpur,8,8,Rajasthan,106,2001-04-01,438.860757
Dungarpur,26,8,Rajasthan,124,2001-04-01,383.8761249
Ganganagar,1,8,Rajasthan,99,2001-04-01,753.3251413
Hanumangarh,2,8,Rajasthan,100,2001-04-01,648.3358503
Jaipur,12,8,Rajasthan,110,2001-04-01,514.8422607
Jaisalmer,16,8,Rajasthan,114,2001-04-01,639.6043308
Jalor,18,8,Rajasthan,116,2001-04-01,518.3106943
Jhalawar,31,8,Rajasthan,129,2001-04-01,346.9532414
Jhunjhunun,5,8,Rajasthan,103,2001-04-01,550.8938759
Jodhpur,15,8,Rajasthan,113,2001-04-01,596.6425867
Kota,29,8,Rajasthan,127,2001-04-01,375.965136
Nagaur,14,8,Rajasthan,112,2001-04-01,557.5991892
Pali,20,8,Rajasthan,118,2001-04-01,518.8902554
Pratapgarh,33,8,Rajasthan,131,2001-04-01,329.3646885
Rajsamand,25,8,Rajasthan,123,2001-04-01,450.7202957
Sikar,13,8,Rajasthan,111,2001-04-01,548.7092235
Sirohi,19,8,Rajasthan,117,2001-04-01,464.0631096
Tonk,22,8,Rajasthan,120,2001-04-01,500.8622447
Udaipur,32,8,Rajasthan,130,2001-04-01,370.6197593
Dausa,11,8,Rajasthan,109,2001-04-01,464.8451373
Karauli,9,8,Rajasthan,107,2001-04-01,435.2641333
Sawai Madhopur,10,8,Rajasthan,108,2001-04-01,457.7014857
Agra,15,9,Uttar Pradesh,146,2001-04-01,456.2791463
Aligarh,12,9,Uttar Pradesh,143,2001-04-01,403.0711431
Allahabad,44,9,Uttar Pradesh,175,2001-04-01,375.1140243
Ambedkar Nagar,47,9,Uttar Pradesh,178,2001-04-01,463.1446335
Auraiya,31,9,Uttar Pradesh,162,2001-04-01,411.094739
Azamgarh,60,9,Uttar Pradesh,191,2001-04-01,429.8492731
Baghpat,8,9,Uttar Pradesh,139,2001-04-01,475.5773801
Bahraich,49,9,Uttar Pradesh,180,2001-04-01,522.4939583
Ballia,62,9,Uttar Pradesh,193,2001-04-01,419.8501458
Balrampur,51,9,Uttar Pradesh,182,2001-04-01,539.3976763
Banda,39,9,Uttar Pradesh,170,2001-04-01,369.6939379
Bara Banki,45,9,Uttar Pradesh,176,2001-04-01,423.4196589
Bareilly,19,9,Uttar Pradesh,150,2001-04-01,415.4516183
Basti,54,9,Uttar Pradesh,185,2001-04-01,478.0138241
Bijnor,3,9,Uttar Pradesh,134,2001-04-01,334.8400866
Budaun,18,9,Uttar Pradesh,149,2001-04-01,402.1051924
Bulandshahr,11,9,Uttar Pradesh,142,2001-04-01,405.5413661
Chandauli,65,9,Uttar Pradesh,196,2001-04-01,374.0816082
Chitrakoot,40,9,Uttar Pradesh,171,2001-04-01,382.765964
Deoria,59,9,Uttar Pradesh,190,2001-04-01,474.1347172
Etah,70,9,Uttar Pradesh,201,2001-04-01,381.6955293
Etawah,30,9,Uttar Pradesh,161,2001-04-01,444.9673741
Faizabad,46,9,Uttar Pradesh,177,2001-04-01,429.5473471
Farrukhabad,28,9,Uttar Pradesh,159,2001-04-01,426.8686682
Fatehpur,41,9,Uttar Pradesh,172,2001-04-01,390.4325439
Firozabad,16,9,Uttar Pradesh,147,2001-04-01,428.5846162
Gautam Buddha Nagar,10,9,Uttar Pradesh,141,2001-04-01,447.6892091
Ghaziabad,9,9,Uttar Pradesh,140,2001-04-01,457.0216808
Ghazipur,64,9,Uttar Pradesh,195,2001-04-01,376.6040772
Gonda,52,9,Uttar Pradesh,183,2001-04-01,463.640923
Gorakhpur,57,9,Uttar Pradesh,188,2001-04-01,459.8489516
Hamirpur,37,9,Uttar Pradesh,168,2001-04-01,379.4258692
Hardoi,24,9,Uttar Pradesh,155,2001-04-01,409.874738
Mahamaya Nagar,13,9,Uttar Pradesh,144,2001-04-01,408.6723239
Jalaun,34,9,Uttar Pradesh,165,2001-04-01,408.4629774
Jaunpur,63,9,Uttar Pradesh,194,2001-04-01,393.7210957
Jhansi,35,9,Uttar Pradesh,166,2001-04-01,388.2229883
Jyotiba Phule Nagar,6,9,Uttar Pradesh,137,2001-04-01,386.0376405
Kannauj,29,9,Uttar Pradesh,160,2001-04-01,447.3146329
Kanpur Dehat,32,9,Uttar Pradesh,163,2001-04-01,405.1372969
Kanpur Nagar,33,9,Uttar Pradesh,164,2001-04-01,402.0438339
Kansiram Nagar,71,9,Uttar Pradesh,202,2001-04-01,380.0378956
Kaushambi,43,9,Uttar Pradesh,174,2001-04-01,366.2482041
Kheri,22,9,Uttar Pradesh,153,2001-04-01,490.1254161
Kushinagar,58,9,Uttar Pradesh,189,2001-04-01,479.374902
Lalitpur,36,9,Uttar Pradesh,167,2001-04-01,377.2875793
Lucknow,26,9,Uttar Pradesh,157,2001-04-01,402.9190214
Maharajganj,56,9,Uttar Pradesh,187,2001-04-01,494.1720219
Mahoba,38,9,Uttar Pradesh,169,2001-04-01,366.2637533
Mainpuri,17,9,Uttar Pradesh,148,2001-04-01,413.944331
Mathura,14,9,Uttar Pradesh,145,2001-04-01,497.944848
Mau,61,9,Uttar Pradesh,192,2001-04-01,411.7271874
Meerut,7,9,Uttar Pradesh,138,2001-04-01,404.6702006
Mirzapur,68,9,Uttar Pradesh,199,2001-04-01,399.5639582
Moradabad,4,9,Uttar Pradesh,135,2001-04-01,388.2541697
Muzaffarnagar,2,9,Uttar Pradesh,133,2001-04-01,379.4684063
Pilibhit,20,9,Uttar Pradesh,151,2001-04-01,452.2896291
Pratapgarh,42,9,Uttar Pradesh,173,2001-04-01,395.0660625
Rae Bareli,27,9,Uttar Pradesh,158,2001-04-01,398.0269001
Rampur,5,9,Uttar Pradesh,136,2001-04-01,361.8445565
Saharanpur,1,9,Uttar Pradesh,132,2001-04-01,307.8893267
Sant Kabir Nagar,55,9,Uttar Pradesh,186,2001-04-01,478.6354217
Sant Ravi Das Nagar(bhadohi),67,9,Uttar Pradesh,198,2001-04-01,363.5293411
Shahjahanpur,21,9,Uttar Pradesh,152,2001-04-01,433.307577
Shrawasti,50,9,Uttar Pradesh,181,2001-04-01,516.7684585
Siddharth Nagar,53,9,Uttar Pradesh,184,2001-04-01,514.1451417
Sitapur,23,9,Uttar Pradesh,154,2001-04-01,450.4133824
Sonbhadra,69,9,Uttar Pradesh,200,2001-04-01,414.7555114
Sultanpur,48,9,Uttar Pradesh,179,2001-04-01,431.7521055
Unnao,25,9,Uttar Pradesh,156,2001-04-01,384.7901184
Varanasi,66,9,Uttar Pradesh,197,2001-04-01,325.5061842
Araria,7,10,Bihar,209,2001-04-01,391.8424378
Aurangabad,33,10,Bihar,235,2001-04-01,384.6391189
Banka,23,10,Bihar,225,2001-04-01,554.2016599
Begusarai,20,10,Bihar,222,2001-04-01,415.9084216
Bhagalpur,22,10,Bihar,224,2001-04-01,460.2327418
Bhojpur,29,10,Bihar,231,2001-04-01,393.5754411
Buxar,30,10,Bihar,232,2001-04-01,394.6772432
Darbhanga,13,10,Bihar,215,2001-04-01,490.0545408
Gaya,34,10,Bihar,236,2001-04-01,383.1331236
Gopalganj,15,10,Bihar,217,2001-04-01,459.0587142
Jamui,36,10,Bihar,238,2001-04-01,577.20841
Kaimur (bhabua),31,10,Bihar,233,2001-04-01,402.3611042
Katihar,10,10,Bihar,212,2001-04-01,368.5244395
Khagaria,21,10,Bihar,223,2001-04-01,393.3287261
Kishanganj,8,10,Bihar,210,2001-04-01,497.7754641
Lakhisarai,25,10,Bihar,227,2001-04-01,415.8393754
Madhepura,11,10,Bihar,213,2001-04-01,398.2415286
Madhubani,5,10,Bihar,207,2001-04-01,508.9754739
Munger,24,10,Bihar,226,2001-04-01,458.4949485
Muzaffarpur,14,10,Bihar,216,2001-04-01,479.8379354
Nalanda,27,10,Bihar,229,2001-04-01,399.6028101
Nawada,35,10,Bihar,237,2001-04-01,508.0734926
Pashchim Champaran,1,10,Bihar,203,2001-04-01,566.7140135
Patna,28,10,Bihar,230,2001-04-01,426.5959232
Purba Champaran,2,10,Bihar,204,2001-04-01,458.8690554
Purnia,9,10,Bihar,211,2001-04-01,389.8685275
Rohtas,32,10,Bihar,234,2001-04-01,367.8945134
Saharsa,12,10,Bihar,214,2001-04-01,396.0884076
Samastipur,19,10,Bihar,221,2001-04-01,458.6273705
Saran (chhapra),17,10,Bihar,219,2001-04-01,426.3443332
Sheikhpura,26,10,Bihar,228,2001-04-01,406.1690368
Sheohar,3,10,Bihar,205,2001-04-01,457.2843816
Sitamarhi,4,10,Bihar,206,2001-04-01,486.9369084
Siwan,16,10,Bihar,218,2001-04-01,491.3929356
Supaul,6,10,Bihar,208,2001-04-01,423.0902989
Vaishali,18,10,Bihar,220,2001-04-01,433.0559634
Arwal,38,10,Bihar,240,2001-04-01,355.4945806
Jehanabad,37,10,Bihar,239,2001-04-01,381.5107413
East,4,11,Sikkim,244,2001-04-01,422.832043
North,1,11,Sikkim,241,2001-04-01,111.7263377
South,3,11,Sikkim,243,2001-04-01,405.2255059
West,2,11,Sikkim,242,2001-04-01,389.6651483
Anjaw,16,12,Arunanchal Pradesh,260,2001-04-01,298.0096575
Changlang,9,12,Arunanchal Pradesh,253,2001-04-01,392.2687474
Dibang Valley,13,12,Arunanchal Pradesh,257,2001-04-01,263.749874
East Kameng,3,12,Arunanchal Pradesh,247,2001-04-01,378.7930161
East Siang,7,12,Arunanchal Pradesh,251,2001-04-01,296.2798459
Kurung Kumey,12,12,Arunanchal Pradesh,256,2001-04-01,224.1283082
Lohit,15,12,Arunanchal Pradesh,259,2001-04-01,314.551085
Lower Dibang Valley,14,12,Arunanchal Pradesh,258,2001-04-01,261.2133983
Lower Subansiri,11,12,Arunanchal Pradesh,255,2001-04-01,263.563902
Papum Pare,4,12,Arunanchal Pradesh,248,2001-04-01,425.4137569
Tawang,1,12,Arunanchal Pradesh,245,2001-04-01,216.0985522
Tirap,10,12,Arunanchal Pradesh,254,2001-04-01,563.3182887
Upper Siang,8,12,Arunanchal Pradesh,252,2001-04-01,219.8484838
Upper Subansiri,5,12,Arunanchal Pradesh,249,2001-04-01,220.6570006
West Kameng,2,12,Arunanchal Pradesh,246,2001-04-01,308.1846919
West Siang,6,12,Arunanchal Pradesh,250,2001-04-01,246.8947376
Dimapur,5,13,Nagaland,265,2001-04-01,432.8217687
Kiphire,9,13,Nagaland,269,2001-04-01,455.4544705
Kohima,10,13,Nagaland,270,2001-04-01,428.332262
Longleng,8,13,Nagaland,268,2001-04-01,552.4598488
Mokokchung,2,13,Nagaland,262,2001-04-01,557.7343305
Mon,1,13,Nagaland,261,2001-04-01,570.9143223
Peren,11,13,Nagaland,271,2001-04-01,448.7542253
Phek,6,13,Nagaland,266,2001-04-01,505.8163852
Tuensang,7,13,Nagaland,267,2001-04-01,459.4364058
Wokha,4,13,Nagaland,264,2001-04-01,534.3199411
Zunheboto,3,13,Nagaland,263,2001-04-01,492.6859652
Bishnupur,4,14,Manipur,275,2001-04-01,405.0829623
Chandel,9,14,Manipur,280,2001-04-01,465.7075093
Churachandpur,3,14,Manipur,274,2001-04-01,468.2105481
Imphal East,7,14,Manipur,278,2001-04-01,339.3773044
Imphal West,6,14,Manipur,277,2001-04-01,534.5464338
Senapati,1,14,Manipur,272,2001-04-01,368.8878134
Tamenglong,2,14,Manipur,273,2001-04-01,436.8515537
Thoubal,5,14,Manipur,276,2001-04-01,353.5490932
Ukhrul,8,14,Manipur,279,2001-04-01,393.4112465
Aizawl,3,15,Mizoram,283,2001-04-01,507.3475652
Champhai,4,15,Mizoram,284,2001-04-01,440.4646818
Kolasib,2,15,Mizoram,282,2001-04-01,555.1404955
Lawangtlai,7,15,Mizoram,287,2001-04-01,700.4475571
Lunglei,6,15,Mizoram,286,2001-04-01,565.9495959
Mamit,1,15,Mizoram,281,2001-04-01,532.853205
Saiha,8,15,Mizoram,288,2001-04-01,622.0407182
Serchhip,5,15,Mizoram,285,2001-04-01,457.3676792
Dhalai,3,16,Tripura,291,2001-04-01,513.4334079
North Tripura,4,16,Tripura,292,2001-04-01,512.0896864
South Tripura,2,16,Tripura,290,2001-04-01,422.8509403
West Tripura,1,16,Tripura,289,2001-04-01,447.9791376
East Garo Hills,2,17,Meghalaya,294,2001-04-01,416.1191777
East Khasi Hills,6,17,Meghalaya,298,2001-04-01,462.7799068
Jaintia Hills,7,17,Meghalaya,299,2001-04-01,463.2677573
Ri Bhoi,5,17,Meghalaya,297,2001-04-01,445.963541
South Garo Hills,3,17,Meghalaya,295,2001-04-01,513.8624125
West Garo Hills,1,17,Meghalaya,293,2001-04-01,414.7631321
West Khasi Hills,4,17,Meghalaya,296,2001-04-01,411.2773438
Baksa,25,18,Assam,324,2001-04-01,504.2140988
Barpeta,4,18,Assam,303,2001-04-01,479.9766666
Bongaigaon,20,18,Assam,319,2001-04-01,476.8586877
Cachar,17,18,Assam,316,2001-04-01,535.7097822
Chirang,21,18,Assam,320,2001-04-01,560.9520918
Darrang,26,18,Assam,325,2001-04-01,568.935103
Dhemaji,9,18,Assam,308,2001-04-01,373.5754543
Dhubri,2,18,Assam,301,2001-04-01,469.3798053
Dibrugarh,11,18,Assam,310,2001-04-01,442.5080861
Goalpara,3,18,Assam,302,2001-04-01,466.8720081
Golaghat,14,18,Assam,313,2001-04-01,509.4312746
Hailakandi,19,18,Assam,318,2001-04-01,534.0456239
Jorhat,13,18,Assam,312,2001-04-01,590.644643
Kamrup,22,18,Assam,321,2001-04-01,482.6372389
Kamrup Metropolitan,23,18,Assam,322,2001-04-01,513.8434903
Karbi Anglong,15,18,Assam,314,2001-04-01,492.4108721
Karimganj,18,18,Assam,317,2001-04-01,554.2321267
Kokrajhar,1,18,Assam,300,2001-04-01,546.3235239
Lakhimpur,8,18,Assam,307,2001-04-01,525.9462388
Marigaon,5,18,Assam,304,2001-04-01,552.4386916
Nagaon,6,18,Assam,305,2001-04-01,466.523324
Nalbari,24,18,Assam,323,2001-04-01,450.8589874
Dima Hasao,16,18,Assam,315,2001-04-01,439.0534947
Sivasagar,12,18,Assam,311,2001-04-01,605.1727485
Sonitpur,7,18,Assam,306,2001-04-01,654.6561582
Tinsukia,10,18,Assam,309,2001-04-01,413.2532023
Udalguri,27,18,Assam,326,2001-04-01,543.8758934
Bankura,13,19,West Bengal,339,2001-04-01,452.7173181
Barddhaman,9,19,West Bengal,335,2001-04-01,470.041718
Birbhum,8,19,West Bengal,334,2001-04-01,498.7659931
Dakshin Dinajpur,5,19,West Bengal,331,2001-04-01,480.645703
Darjiling,1,19,West Bengal,327,2001-04-01,558.2199652
Haora,15,19,West Bengal,341,2001-04-01,460.6970549
Hugli,12,19,West Bengal,338,2001-04-01,406.1207932
Jalpaiguri,2,19,West Bengal,328,2001-04-01,586.7349745
Koch Bihar,3,19,West Bengal,329,2001-04-01,458.694474
Kolkata,16,19,West Bengal,342,2001-04-01,390.6778373
Maldah,6,19,West Bengal,332,2001-04-01,475.5894413
Murshidabad,7,19,West Bengal,333,2001-04-01,421.4273883
Nadia,10,19,West Bengal,336,2001-04-01,365.531391
North 24 Parganas,11,19,West Bengal,337,2001-04-01,513.864016
Pashchim Medinipur,18,19,West Bengal,344,2001-04-01,520.8498106
Purba Medinipur,19,19,West Bengal,345,2001-04-01,617.8425753
Puruliya,14,19,West Bengal,340,2001-04-01,471.2417331
South 24 Parganas,17,19,West Bengal,343,2001-04-01,582.7443762
Uttar Dinajpur,4,19,West Bengal,330,2001-04-01,479.7106492
Bokaro,10,20,Jharkhand,355,2001-04-01,568.7421485
Chatra,2,20,Jharkhand,347,2001-04-01,438.2694501
Deoghar,5,20,Jharkhand,350,2001-04-01,584.5981434
Dhanbad,9,20,Jharkhand,354,2001-04-01,543.129716
Dumka,17,20,Jharkhand,362,2001-04-01,608.9714729
Garhwa,1,20,Jharkhand,346,2001-04-01,425.9633937
Giridih,4,20,Jharkhand,349,2001-04-01,544.3311848
Godda,6,20,Jharkhand,351,2001-04-01,588.4512952
Gumla,21,20,Jharkhand,366,2001-04-01,530.7729249
Hazaribagh,15,20,Jharkhand,360,2001-04-01,494.2491634
Jamtara,18,20,Jharkhand,363,2001-04-01,636.6343776
Khunti,20,20,Jharkhand,365,2001-04-01,492.5753873
Kodarma,3,20,Jharkhand,348,2001-04-01,545.78783
Latehar,14,20,Jharkhand,359,2001-04-01,478.3343418
Lohardaga,11,20,Jharkhand,356,2001-04-01,565.2380765
Pakur,8,20,Jharkhand,353,2001-04-01,683.6231684
Palamu,13,20,Jharkhand,358,2001-04-01,401.9672934
Pashchimi Singhbhum,23,20,Jharkhand,368,2001-04-01,545.349365
Purbi Singhbhum,12,20,Jharkhand,357,2001-04-01,493.9413468
Ramgarh,16,20,Jharkhand,361,2001-04-01,548.4046149
Ranchi,19,20,Jharkhand,364,2001-04-01,511.1690558
Sahibganj,7,20,Jharkhand,352,2001-04-01,551.5052825
Saraikela-kharsawan,24,20,Jharkhand,369,2001-04-01,514.8704048
Simdega,22,20,Jharkhand,367,2001-04-01,536.4668839
Anugul,15,21,Odisha,384,2001-04-01,472.5725674
Balangir,24,21,Odisha,393,2001-04-01,451.1865985
Baleshwar,8,21,Odisha,377,2001-04-01,563.7428644
Bargarh,1,21,Odisha,370,2001-04-01,458.8554517
Bauda,22,21,Odisha,391,2001-04-01,508.2926483
Bhadrak,9,21,Odisha,378,2001-04-01,519.3255192
Cuttack,12,21,Odisha,381,2001-04-01,495.9780047
Debagarh,4,21,Odisha,373,2001-04-01,500.1283229
Dhenkanal,14,21,Odisha,383,2001-04-01,431.88849
Gajapati,20,21,Odisha,389,2001-04-01,440.2289489
Ganjam,19,21,Odisha,388,2001-04-01,461.6049365
Jagatsinghapur,11,21,Odisha,380,2001-04-01,527.3231728
Jajapur,13,21,Odisha,382,2001-04-01,458.0301714
Jharsuguda,2,21,Odisha,371,2001-04-01,548.0073263
Kalahandi,26,21,Odisha,395,2001-04-01,461.9086848
Kandhamal,21,21,Odisha,390,2001-04-01,517.915755
Kendrapara,10,21,Odisha,379,2001-04-01,481.4431449
Kendujhar,6,21,Odisha,375,2001-04-01,463.6950063
Khordha,17,21,Odisha,386,2001-04-01,471.9400545
Koraput,29,21,Odisha,398,2001-04-01,493.4321568
Malkangiri,30,21,Odisha,399,2001-04-01,448.0983461
Mayurbhanj,7,21,Odisha,376,2001-04-01,478.2820986
Nabarangapur,28,21,Odisha,397,2001-04-01,461.9898702
Nayagarh,16,21,Odisha,385,2001-04-01,480.0211073
Nuapada,25,21,Odisha,394,2001-04-01,375.4785969
Puri,18,21,Odisha,387,2001-04-01,427.0417129
Rayagada,27,21,Odisha,396,2001-04-01,472.3007483
Sambalpur,3,21,Odisha,372,2001-04-01,515.7123523
Subarnapur,23,21,Odisha,392,2001-04-01,501.0060294
Sundargarh,5,21,Odisha,374,2001-04-01,535.3665053
Bastar,15,22,Chhattisgarh,414,2001-04-01,515.6301274
Bijapur,18,22,Chhattisgarh,417,2001-04-01,482.224622
Bilaspur,7,22,Chhattisgarh,406,2001-04-01,379.1485037
Dakshin Bastar Dantewada,17,22,Chhattisgarh,416,2001-04-01,488.9295569
Dhamtari,13,22,Chhattisgarh,412,2001-04-01,384.6781679
Durg,10,22,Chhattisgarh,409,2001-04-01,402.4430091
Janjgir-champa,6,22,Chhattisgarh,405,2001-04-01,387.9343133
Jashpur,3,22,Chhattisgarh,402,2001-04-01,462.8387503
Uttar Bastar Kanker,14,22,Chhattisgarh,413,2001-04-01,488.244793
Korba,5,22,Chhattisgarh,404,2001-04-01,406.5430836
Koriya,1,22,Chhattisgarh,400,2001-04-01,429.5692519
Mahasamund,12,22,Chhattisgarh,411,2001-04-01,401.6005855
Narayanpur,16,22,Chhattisgarh,415,2001-04-01,546.1452434
Raigarh,4,22,Chhattisgarh,403,2001-04-01,406.4793113
Raipur,11,22,Chhattisgarh,410,2001-04-01,385.55044
Rajnandgaon,9,22,Chhattisgarh,408,2001-04-01,416.7858044
Surguja,2,22,Chhattisgarh,401,2001-04-01,444.8078027
Kabeerdham,8,22,Chhattisgarh,407,2001-04-01,368.6177032
Alirajpur,48,23,Madhya Pradesh,465,2001-04-01,442.5395573
