DISTRICT,DT_CEN_CD,ST_CEN_CD,ST_NM,censuscode,date,mean
Chandigarh,1,4,Chandigarh,55,2000-04-01,358.8991819
Daman,2,25,Daman & Diu,495,2000-04-01,409.5031287
Diu,1,25,Daman & Diu,494,2000-04-01,405.6007521
Dadra & Nagar Haveli,1,26,Dadara & Nagar Havelli,496,2000-04-01,507.8328506
South Goa,2,30,Goa,586,2000-04-01,592.0544439
North Goa,1,30,Goa,585,2000-04-01,567.6366179
Lakshadweep,1,31,Lakshadweep,587,2000-04-01,479.5240412
Data Not Available,99,99,Jammu & Kashmir,0,2000-04-01,191.0374242
Ramban,17,1,Jammu & Kashmir,17,2000-04-01,235.2442728
Reasi,20,1,Jammu & Kashmir,20,2000-04-01,272.5452682
Samba,22,1,Jammu & Kashmir,22,2000-04-01,299.7492347
Shupiyan,13,1,Jammu & Kashmir,13,2000-04-01,166.5375832
Srinagar,10,1,Jammu & Kashmir,10,2000-04-01,151.972039
Udhampur,19,1,Jammu & Kashmir,19,2000-04-01,249.4494916
Kargil,4,1,Jammu & Kashmir,4,2000-04-01,36.05490356
Kathua,7,1,Jammu & Kashmir,7,2000-04-01,264.7441634
Kishtwar,18,1,Jammu & Kashmir,18,2000-04-01,248.8478425
Kulgam,15,1,Jammu & Kashmir,15,2000-04-01,162.900906
Kupwara,1,1,Jammu & Kashmir,1,2000-04-01,122.4733991
Leh (ladakh),3,1,Jammu & Kashmir,3,2000-04-01,21.84556227
Pulwama,12,1,Jammu & Kashmir,12,2000-04-01,178.3919993
Punch,5,1,Jammu & Kashmir,5,2000-04-01,286.9176123
Rajouri,6,1,Jammu & Kashmir,6,2000-04-01,279.3472097
Anantnag,14,1,Jammu & Kashmir,14,2000-04-01,185.0529296
Badgam,2,1,Jammu & Kashmir,2,2000-04-01,165.7841435
Bandipore,9,1,Jammu & Kashmir,9,2000-04-01,157.3219502
Baramula,8,1,Jammu & Kashmir,8,2000-04-01,151.9690164
Doda,16,1,Jammu & Kashmir,16,2000-04-01,218.2122182
Ganderbal,11,1,Jammu & Kashmir,11,2000-04-01,204.3570677
Jammu,21,1,Jammu & Kashmir,21,2000-04-01,297.4576836
Shimla,11,2,Himachal Pradesh,33,2000-04-01,300.2205583
Sirmaur,10,2,Himachal Pradesh,32,2000-04-01,336.1993057
Solan,9,2,Himachal Pradesh,31,2000-04-01,323.2475651
Una,7,2,Himachal Pradesh,29,2000-04-01,338.4555735
Kangra,2,2,Himachal Pradesh,24,2000-04-01,252.673285
Kinnaur,12,2,Himachal Pradesh,34,2000-04-01,70.48466559
Kullu,4,2,Himachal Pradesh,26,2000-04-01,241.4620792
Lahul & Spiti,3,2,Himachal Pradesh,25,2000-04-01,20.12136833
Mandi,5,2,Himachal Pradesh,27,2000-04-01,253.3359396
Bilaspur,8,2,Himachal Pradesh,30,2000-04-01,281.5981963
Chamba,1,2,Himachal Pradesh,23,2000-04-01,252.306552
Hamirpur,6,2,Himachal Pradesh,28,2000-04-01,265.111588
Rupnagar,17,3,Punjab,51,2000-04-01,365.6281668
Sahibzada Ajit Singh Nagar,18,3,Punjab,52,2000-04-01,412.017834
Sangrur,19,3,Punjab,53,2000-04-01,496.4836262
Shahid Bhagat Singh Nagar,5,3,Punjab,39,2000-04-01,368.7569981
Tarn Taran,16,3,Punjab,50,2000-04-01,422.6226424
Kapurthala,2,3,Punjab,36,2000-04-01,372.4661748
Ludhiana,7,3,Punjab,41,2000-04-01,407.5838216
Mansa,13,3,Punjab,47,2000-04-01,555.826543
Moga,8,3,Punjab,42,2000-04-01,459.6432756
Muktsar,10,3,Punjab,44,2000-04-01,522.3087155
Patiala,14,3,Punjab,48,2000-04-01,492.4314916
Amritsar,15,3,Punjab,49,2000-04-01,398.3191904
Barnala,20,3,Punjab,54,2000-04-01,468.8909341
Bathinda,12,3,Punjab,46,2000-04-01,517.6949974
Faridkot,11,3,Punjab,45,2000-04-01,471.0595983
Fatehgarh Sahib,6,3,Punjab,40,2000-04-01,427.408626
Firozpur,9,3,Punjab,43,2000-04-01,464.4155347
Gurdaspur,1,3,Punjab,35,2000-04-01,305.6580892
Hoshiarpur,4,3,Punjab,38,2000-04-01,329.8655198
Jalandhar,3,3,Punjab,37,2000-04-01,384.9607636
Rudraprayag,3,5,Uttarakhand,58,2000-04-01,258.5871752
Tehri Garhwal,4,5,Uttarakhand,59,2000-04-01,289.114672
Udham Singh Nagar,12,5,Uttarakhand,67,2000-04-01,394.7886424
Uttarkashi,1,5,Uttarakhand,56,2000-04-01,212.2521424
Nainital,11,5,Uttarakhand,66,2000-04-01,372.7622636
Pithoragarh,7,5,Uttarakhand,62,2000-04-01,208.1379351
Almora,9,5,Uttarakhand,64,2000-04-01,291.1279837
Bageshwar,8,5,Uttarakhand,63,2000-04-01,253.9033759
Chamoli,2,5,Uttarakhand,57,2000-04-01,207.705759
Champawat,10,5,Uttarakhand,65,2000-04-01,310.037123
Dehradun,5,5,Uttarakhand,60,2000-04-01,335.8398646
Garhwal,6,5,Uttarakhand,61,2000-04-01,331.7576472
Hardwar,13,5,Uttarakhand,68,2000-04-01,377.2616781
Rewari,17,6,Haryana,85,2000-04-01,568.6863367
Rohtak,14,6,Haryana,82,2000-04-01,597.5985221
Sirsa,11,6,Haryana,79,2000-04-01,588.454606
Sonipat,8,6,Haryana,76,2000-04-01,565.0896046
Yamunanagar,3,6,Haryana,71,2000-04-01,416.70822
Jind,9,6,Haryana,77,2000-04-01,573.474449
Kaithal,5,6,Haryana,73,2000-04-01,574.8175245
Karnal,6,6,Haryana,74,2000-04-01,526.2197598
Kurukshetra,4,6,Haryana,72,2000-04-01,504.1774381
Mahendragarh,16,6,Haryana,84,2000-04-01,532.516261
Mewat,19,6,Haryana,87,2000-04-01,594.6968331
Palwal,21,6,Haryana,89,2000-04-01,585.6274302
Panchkula,1,6,Haryana,69,2000-04-01,390.5922288
Panipat,7,6,Haryana,75,2000-04-01,524.8995967
Ambala,2,6,Haryana,70,2000-04-01,460.0105752
Bhiwani,13,6,Haryana,81,2000-04-01,560.931573
Faridabad,20,6,Haryana,88,2000-04-01,524.0196746
Fatehabad,10,6,Haryana,78,2000-04-01,610.0843604
Gurgaon,18,6,Haryana,86,2000-04-01,590.0377922
Hisar,12,6,Haryana,80,2000-04-01,608.9694538
Jhajjar,15,6,Haryana,83,2000-04-01,590.1258437
South,9,7,NCT of Delhi,98,2000-04-01,528.3214005
South West,8,7,NCT of Delhi,97,2000-04-01,537.3756092
West,7,7,NCT of Delhi,96,2000-04-01,507.1990905
New Delhi,5,7,NCT of Delhi,94,2000-04-01,518.4182385
North,2,7,NCT of Delhi,91,2000-04-01,500.2460365
North East,3,7,NCT of Delhi,92,2000-04-01,510.6898967
North West,1,7,NCT of Delhi,90,2000-04-01,516.505474
Central,6,7,NCT of Delhi,95,2000-04-01,523.3263286
East,4,7,NCT of Delhi,93,2000-04-01,484.7139537
Rajsamand,25,8,Rajasthan,123,2000-04-01,523.3834213
Sikar,13,8,Rajasthan,111,2000-04-01,586.2301432
Sirohi,19,8,Rajasthan,117,2000-04-01,453.2732453
Tonk,22,8,Rajasthan,120,2000-04-01,605.474245
Udaipur,32,8,Rajasthan,130,2000-04-01,479.9668146
Dausa,11,8,Rajasthan,109,2000-04-01,615.1997183
Karauli,9,8,Rajasthan,107,2000-04-01,650.7049814
Sawai Madhopur,10,8,Rajasthan,108,2000-04-01,619.7961208
Kota,29,8,Rajasthan,127,2000-04-01,579.2894902
Nagaur,14,8,Rajasthan,112,2000-04-01,646.2599156
Pali,20,8,Rajasthan,118,2000-04-01,552.315186
Pratapgarh,33,8,Rajasthan,131,2000-04-01,543.8316851
Ajmer,21,8,Rajasthan,119,2000-04-01,578.140122
Alwar,6,8,Rajasthan,104,2000-04-01,576.5581955
Banswara,27,8,Rajasthan,125,2000-04-01,519.1709217
Baran,30,8,Rajasthan,128,2000-04-01,617.0349024
Barmer,17,8,Rajasthan,115,2000-04-01,654.1401341
