DISTRICT,DT_CEN_CD,ST_CEN_CD,ST_NM,censuscode,date,mean
Pratapgarh,42,9,Uttar Pradesh,173,2002-01-01,727.3618067
Rae Bareli,27,9,Uttar Pradesh,158,2002-01-01,673.5747266
Rohtas,32,10,Bihar,234,2002-01-01,652.8352439
Saharsa,12,10,Bihar,214,2002-01-01,831.8654602
Samastipur,19,10,Bihar,221,2002-01-01,883.5716987
Saran (chhapra),17,10,Bihar,219,2002-01-01,812.5617918
Sheikhpura,26,10,Bihar,228,2002-01-01,844.6976794
Sheohar,3,10,Bihar,205,2002-01-01,878.0510691
Sitamarhi,4,10,Bihar,206,2002-01-01,893.6801655
Siwan,16,10,Bihar,218,2002-01-01,794.6500456
Supaul,6,10,Bihar,208,2002-01-01,836.3454985
Vaishali,18,10,Bihar,220,2002-01-01,912.6437687
Arwal,38,10,Bihar,240,2002-01-01,689.3758483
Jehanabad,37,10,Bihar,239,2002-01-01,750.7059336
Araria,7,10,Bihar,209,2002-01-01,797.7671664
Aurangabad,33,10,Bihar,235,2002-01-01,604.9444902
Banka,23,10,Bihar,225,2002-01-01,789.6621275
Begusarai,20,10,Bihar,222,2002-01-01,868.2732308
Bhagalpur,22,10,Bihar,224,2002-01-01,823.4453891
Bhojpur,29,10,Bihar,231,2002-01-01,738.9150512
Buxar,30,10,Bihar,232,2002-01-01,682.3173213
Darbhanga,13,10,Bihar,215,2002-01-01,845.3101345
Gaya,34,10,Bihar,236,2002-01-01,606.1653114
Gopalganj,15,10,Bihar,217,2002-01-01,790.9539744
Jamui,36,10,Bihar,238,2002-01-01,744.6031573
Kaimur (bhabua),31,10,Bihar,233,2002-01-01,581.3331274
Katihar,10,10,Bihar,212,2002-01-01,796.2157338
Khagaria,21,10,Bihar,223,2002-01-01,808.3003201
Kishanganj,8,10,Bihar,210,2002-01-01,780.4330698
Lakhisarai,25,10,Bihar,227,2002-01-01,812.6244251
Madhepura,11,10,Bihar,213,2002-01-01,835.8983583
Madhubani,5,10,Bihar,207,2002-01-01,861.3989099
Munger,24,10,Bihar,226,2002-01-01,798.9517847
Muzaffarpur,14,10,Bihar,216,2002-01-01,863.4628543
Nalanda,27,10,Bihar,229,2002-01-01,851.1203504
Nawada,35,10,Bihar,237,2002-01-01,755.4553857
Pashchim Champaran,1,10,Bihar,203,2002-01-01,697.056657
Patna,28,10,Bihar,230,2002-01-01,836.4765876
Purba Champaran,2,10,Bihar,204,2002-01-01,850.0316115
Purnia,9,10,Bihar,211,2002-01-01,800.2409446
South,3,11,Sikkim,243,2002-01-01,174.6694716
West,2,11,Sikkim,242,2002-01-01,134.1546806
East,4,11,Sikkim,244,2002-01-01,160.6190465
North,1,11,Sikkim,241,2002-01-01,49.67487516
Tawang,1,12,Arunanchal Pradesh,245,2002-01-01,59.39424784
Tirap,10,12,Arunanchal Pradesh,254,2002-01-01,248.2014512
Upper Siang,8,12,Arunanchal Pradesh,252,2002-01-01,71.52469461
Upper Subansiri,5,12,Arunanchal Pradesh,249,2002-01-01,83.47915123
West Kameng,2,12,Arunanchal Pradesh,246,2002-01-01,118.4268792
West Siang,6,12,Arunanchal Pradesh,250,2002-01-01,117.3173192
Anjaw,16,12,Arunanchal Pradesh,260,2002-01-01,80.10650827
Changlang,9,12,Arunanchal Pradesh,253,2002-01-01,136.703334
Dibang Valley,13,12,Arunanchal Pradesh,257,2002-01-01,64.82548319
East Kameng,3,12,Arunanchal Pradesh,247,2002-01-01,136.3841658
East Siang,7,12,Arunanchal Pradesh,251,2002-01-01,135.7110588
Kurung Kumey,12,12,Arunanchal Pradesh,256,2002-01-01,79.78154513
Lohit,15,12,Arunanchal Pradesh,259,2002-01-01,138.3350894
Lower Dibang Valley,14,12,Arunanchal Pradesh,258,2002-01-01,99.03828225
Lower Subansiri,11,12,Arunanchal Pradesh,255,2002-01-01,103.5816603
Papum Pare,4,12,Arunanchal Pradesh,248,2002-01-01,140.2196802
Tuensang,7,13,Nagaland,267,2002-01-01,138.5295077
Wokha,4,13,Nagaland,264,2002-01-01,362.1463468
Zunheboto,3,13,Nagaland,263,2002-01-01,173.1302529
Dimapur,5,13,Nagaland,265,2002-01-01,335.7570662
Kiphire,9,13,Nagaland,269,2002-01-01,148.9646267
Kohima,10,13,Nagaland,270,2002-01-01,180.3980138
Longleng,8,13,Nagaland,268,2002-01-01,295.3837034
Mokokchung,2,13,Nagaland,262,2002-01-01,295.4809151
Mon,1,13,Nagaland,261,2002-01-01,311.5157446
Peren,11,13,Nagaland,271,2002-01-01,228.7843023
Phek,6,13,Nagaland,266,2002-01-01,151.2628565
Senapati,1,14,Manipur,272,2002-01-01,161.3838945
Tamenglong,2,14,Manipur,273,2002-01-01,216.6448696
Thoubal,5,14,Manipur,276,2002-01-01,323.0491643
Ukhrul,8,14,Manipur,279,2002-01-01,173.3584276
Bishnupur,4,14,Manipur,275,2002-01-01,345.4869698
Chandel,9,14,Manipur,280,2002-01-01,209.4591945
Churachandpur,3,14,Manipur,274,2002-01-01,211.6015634
Imphal East,7,14,Manipur,278,2002-01-01,293.5419942
Imphal West,6,14,Manipur,277,2002-01-01,332.1748326
Saiha,8,15,Mizoram,288,2002-01-01,117.668553
Serchhip,5,15,Mizoram,285,2002-01-01,150.4491013
Aizawl,3,15,Mizoram,283,2002-01-01,226.014803
Champhai,4,15,Mizoram,284,2002-01-01,148.4575999
Kolasib,2,15,Mizoram,282,2002-01-01,296.7608579
Lawangtlai,7,15,Mizoram,287,2002-01-01,163.9501733
Lunglei,6,15,Mizoram,286,2002-01-01,175.0265045
Mamit,1,15,Mizoram,281,2002-01-01,291.4255284
South Tripura,2,16,Tripura,290,2002-01-01,446.3519646
West Tripura,1,16,Tripura,289,2002-01-01,520.8155595
Dhalai,3,16,Tripura,291,2002-01-01,412.8519325
North Tripura,4,16,Tripura,292,2002-01-01,420.3160252
Ri Bhoi,5,17,Meghalaya,297,2002-01-01,352.6522151
South Garo Hills,3,17,Meghalaya,295,2002-01-01,424.8074934
West Garo Hills,1,17,Meghalaya,293,2002-01-01,498.9524508
West Khasi Hills,4,17,Meghalaya,296,2002-01-01,245.1794982
East Garo Hills,2,17,Meghalaya,294,2002-01-01,393.4137667
East Khasi Hills,6,17,Meghalaya,298,2002-01-01,239.0350196
Jaintia Hills,7,17,Meghalaya,299,2002-01-01,264.7765452
Sivasagar,12,18,Assam,311,2002-01-01,373.155139
Sonitpur,7,18,Assam,306,2002-01-01,515.3880894
Tinsukia,10,18,Assam,309,2002-01-01,224.6144347
Udalguri,27,18,Assam,326,2002-01-01,494.2985708
Baksa,25,18,Assam,324,2002-01-01,462.7002066
Barpeta,4,18,Assam,303,2002-01-01,522.2427965
Bongaigaon,20,18,Assam,319,2002-01-01,538.425132
Cachar,17,18,Assam,316,2002-01-01,388.1117923
Chirang,21,18,Assam,320,2002-01-01,458.0085124
Darrang,26,18,Assam,325,2002-01-01,630.7459324
Dhemaji,9,18,Assam,308,2002-01-01,193.9015872
Dhubri,2,18,Assam,301,2002-01-01,591.1346017
Dibrugarh,11,18,Assam,310,2002-01-01,242.3311848
Goalpara,3,18,Assam,302,2002-01-01,554.2208141
Golaghat,14,18,Assam,313,2002-01-01,471.8214347
Hailakandi,19,18,Assam,318,2002-01-01,398.5711388
Jorhat,13,18,Assam,312,2002-01-01,440.4600218
Kamrup,22,18,Assam,321,2002-01-01,539.9645748
Kamrup Metropolitan,23,18,Assam,322,2002-01-01,531.80761
Karbi Anglong,15,18,Assam,314,2002-01-01,391.9162481
Karimganj,18,18,Assam,317,2002-01-01,452.7935337
Kokrajhar,1,18,Assam,300,2002-01-01,479.3805093
Lakhimpur,8,18,Assam,307,2002-01-01,305.0105351
Marigaon,5,18,Assam,304,2002-01-01,656.7279298
Nagaon,6,18,Assam,305,2002-01-01,549.2758493
Nalbari,24,18,Assam,323,2002-01-01,554.2020358
Dima Hasao,16,18,Assam,315,2002-01-01,323.9529243
South 24 Parganas,17,19,West Bengal,343,2002-01-01,691.6256959
Uttar Dinajpur,4,19,West Bengal,330,2002-01-01,783.9435576
Bankura,13,19,West Bengal,339,2002-01-01,622.6681502
Barddhaman,9,19,West Bengal,335,2002-01-01,714.8138841
Birbhum,8,19,West Bengal,334,2002-01-01,735.5657843
Dakshin Dinajpur,5,19,West Bengal,331,2002-01-01,771.4422692
Darjiling,1,19,West Bengal,327,2002-01-01,326.3992768
Haora,15,19,West Bengal,341,2002-01-01,708.8012735
Hugli,12,19,West Bengal,338,2002-01-01,685.8618577
Jalpaiguri,2,19,West Bengal,328,2002-01-01,499.4990805
Koch Bihar,3,19,West Bengal,329,2002-01-01,680.5120894
Kolkata,16,19,West Bengal,342,2002-01-01,714.5397901
Maldah,6,19,West Bengal,332,2002-01-01,824.1181426
Murshidabad,7,19,West Bengal,333,2002-01-01,791.134849
Nadia,10,19,West Bengal,336,2002-01-01,749.6747041
North 24 Parganas,11,19,West Bengal,337,2002-01-01,699.1991858
Pashchim Medinipur,18,19,West Bengal,344,2002-01-01,640.5264403
Purba Medinipur,19,19,West Bengal,345,2002-01-01,726.0654433
Puruliya,14,19,West Bengal,340,2002-01-01,556.7886952
Ramgarh,16,20,Jharkhand,361,2002-01-01,599.550914
Ranchi,19,20,Jharkhand,364,2002-01-01,438.4036484
Sahibganj,7,20,Jharkhand,352,2002-01-01,785.3992354
Saraikela-kharsawan,24,20,Jharkhand,369,2002-01-01,494.8678041
Simdega,22,20,Jharkhand,367,2002-01-01,429.3847445
Bokaro,10,20,Jharkhand,355,2002-01-01,640.0515795
Chatra,2,20,Jharkhand,347,2002-01-01,492.2232952
Deoghar,5,20,Jharkhand,350,2002-01-01,693.0404378
Dhanbad,9,20,Jharkhand,354,2002-01-01,680.9670422
Dumka,17,20,Jharkhand,362,2002-01-01,743.9419268
Garhwa,1,20,Jharkhand,346,2002-01-01,501.1083432
Giridih,4,20,Jharkhand,349,2002-01-01,634.9963515
Godda,6,20,Jharkhand,351,2002-01-01,812.1438925
Gumla,21,20,Jharkhand,366,2002-01-01,384.1474012
Hazaribagh,15,20,Jharkhand,360,2002-01-01,519.8978918
Jamtara,18,20,Jharkhand,363,2002-01-01,692.9548207
Khunti,20,20,Jharkhand,365,2002-01-01,398.9856099
Kodarma,3,20,Jharkhand,348,2002-01-01,642.84327
Latehar,14,20,Jharkhand,359,2002-01-01,411.0325369
Lohardaga,11,20,Jharkhand,356,2002-01-01,418.0886984
Pakur,8,20,Jharkhand,353,2002-01-01,784.0248953
Palamu,13,20,Jharkhand,358,2002-01-01,520.6149168
Pashchimi Singhbhum,23,20,Jharkhand,368,2002-01-01,452.7491302
Purbi Singhbhum,12,20,Jharkhand,357,2002-01-01,547.7783401
Rayagada,27,21,Odisha,396,2002-01-01,277.1904106
Sambalpur,3,21,Odisha,372,2002-01-01,424.0335559
Subarnapur,23,21,Odisha,392,2002-01-01,389.6642655
Sundargarh,5,21,Odisha,374,2002-01-01,453.824077
Anugul,15,21,Odisha,384,2002-01-01,411.8617256
Balangir,24,21,Odisha,393,2002-01-01,344.2127324
Baleshwar,8,21,Odisha,377,2002-01-01,592.6022985
Bargarh,1,21,Odisha,370,2002-01-01,417.4357903
Bauda,22,21,Odisha,391,2002-01-01,342.1212422
Bhadrak,9,21,Odisha,378,2002-01-01,568.2900453
Cuttack,12,21,Odisha,381,2002-01-01,475.6085657
Debagarh,4,21,Odisha,373,2002-01-01,450.7785767
Dhenkanal,14,21,Odisha,383,2002-01-01,430.1529932
Gajapati,20,21,Odisha,389,2002-01-01,262.0320334
Ganjam,19,21,Odisha,388,2002-01-01,365.5489462
Jagatsinghapur,11,21,Odisha,380,2002-01-01,566.4945293
Jajapur,13,21,Odisha,382,2002-01-01,488.3732247
Jharsuguda,2,21,Odisha,371,2002-01-01,488.3657735
Kalahandi,26,21,Odisha,395,2002-01-01,303.7101368
Kandhamal,21,21,Odisha,390,2002-01-01,268.5455478
Kendrapara,10,21,Odisha,379,2002-01-01,585.8955591
Kendujhar,6,21,Odisha,375,2002-01-01,413.4652618
Khordha,17,21,Odisha,386,2002-01-01,439.3947426
Koraput,29,21,Odisha,398,2002-01-01,260.8009253
Malkangiri,30,21,Odisha,399,2002-01-01,286.6810949
Mayurbhanj,7,21,Odisha,376,2002-01-01,468.2054734
Nabarangapur,28,21,Odisha,397,2002-01-01,302.9487338
Nayagarh,16,21,Odisha,385,2002-01-01,367.2482314
Nuapada,25,21,Odisha,394,2002-01-01,319.6186953
Puri,18,21,Odisha,387,2002-01-01,472.1473383
Rajnandgaon,9,22,Chhattisgarh,408,2002-01-01,393.9708509
Surguja,2,22,Chhattisgarh,401,2002-01-01,378.4247109
Kabeerdham,8,22,Chhattisgarh,407,2002-01-01,389.9220676
Bastar,15,22,Chhattisgarh,414,2002-01-01,299.1955769
Bijapur,18,22,Chhattisgarh,417,2002-01-01,312.7561712
Bilaspur,7,22,Chhattisgarh,406,2002-01-01,414.5779678
Dakshin Bastar Dantewada,17,22,Chhattisgarh,416,2002-01-01,308.0530836
Dhamtari,13,22,Chhattisgarh,412,2002-01-01,312.8865567
Durg,10,22,Chhattisgarh,409,2002-01-01,426.3270407
Janjgir-champa,6,22,Chhattisgarh,405,2002-01-01,448.720205
Jashpur,3,22,Chhattisgarh,402,2002-01-01,347.9231674
Uttar Bastar Kanker,14,22,Chhattisgarh,413,2002-01-01,317.0736343
Korba,5,22,Chhattisgarh,404,2002-01-01,390.109683
Koriya,1,22,Chhattisgarh,400,2002-01-01,374.2081141
Mahasamund,12,22,Chhattisgarh,411,2002-01-01,387.7705607
Narayanpur,16,22,Chhattisgarh,415,2002-01-01,280.5104215
Raigarh,4,22,Chhattisgarh,403,2002-01-01,411.3234913
Raipur,11,22,Chhattisgarh,410,2002-01-01,378.1530451
