DISTRICT,DT_CEN_CD,ST_CEN_CD,ST_NM,censuscode,date,mean
Perambalur,14,33,Tamil Nadu,615,2001-10-01,427.544675
Pudukkottai,20,33,Tamil Nadu,621,2001-10-01,427.6095908
Ramanathapuram,25,33,Tamil Nadu,626,2001-10-01,463.617901
Salem,7,33,Tamil Nadu,608,2001-10-01,427.4665053
Sivaganga,21,33,Tamil Nadu,622,2001-10-01,412.6815413
Thanjavur,19,33,Tamil Nadu,620,2001-10-01,455.1738265
The Nilgiris,10,33,Tamil Nadu,611,2001-10-01,402.0905438
Theni,23,33,Tamil Nadu,624,2001-10-01,383.9876484
Thiruvallur,1,33,Tamil Nadu,602,2001-10-01,553.6787594
Thiruvarur,18,33,Tamil Nadu,619,2001-10-01,506.2755851
Thoothukkudi,26,33,Tamil Nadu,627,2001-10-01,449.8355601
Tiruchirappalli,13,33,Tamil Nadu,614,2001-10-01,450.2556738
Tirunelveli,27,33,Tamil Nadu,628,2001-10-01,373.5058609
Tiruppur,32,33,Tamil Nadu,633,2001-10-01,384.9094672
Tiruvannamalai,5,33,Tamil Nadu,606,2001-10-01,435.7615013
Vellore,4,33,Tamil Nadu,605,2001-10-01,431.9139444
Viluppuram,6,33,Tamil Nadu,607,2001-10-01,426.1591787
Virudunagar,24,33,Tamil Nadu,625,2001-10-01,456.1774912
Nagappattinam,17,33,Tamil Nadu,618,2001-10-01,488.4762421
Mahe,3,34,Puducherry,636,2001-10-01,496.7610918
Karaikal,4,34,Puducherry,637,2001-10-01,456.7414367
Puducherry,2,34,Puducherry,635,2001-10-01,374.8681854
Yanam,1,34,Puducherry,634,2001-10-01,470.4166658
Nicobar,1,35,Andaman & Nicobar Island,638,2001-10-01,253.8562705
South Andaman,3,35,Andaman & Nicobar Island,640,2001-10-01,211.2798838
North & Middle Andaman,2,35,Andaman & Nicobar Island,639,2001-10-01,265.8472263
